source_node_ref_id,original_reference,normalized_reference,snippet
ITAA1997:Section:715-95,ITAA1997:Section:715-176,ITAA1997:Section:715-176,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-177,ITAA1997:Section:715-177,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-178,ITAA1997:Section:715-178,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-179,ITAA1997:Section:715-179,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-181,ITAA1997:Section:715-181,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-182,ITAA1997:Section:715-182,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-183,ITAA1997:Section:715-183,sections 715-175 to 715-185
ITAA1997:Section:715-95,ITAA1997:Section:715-184,ITAA1997:Section:715-184,sections 715-175 to 715-185
ITAA1997:Section:715-240,ITAA1997:Section:715-246,ITAA1997:Section:715-246,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-247,ITAA1997:Section:715-247,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-248,ITAA1997:Section:715-248,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-249,ITAA1997:Section:715-249,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-251,ITAA1997:Section:715-251,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-252,ITAA1997:Section:715-252,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-253,ITAA1997:Section:715-253,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-254,ITAA1997:Section:715-254,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-256,ITAA1997:Section:715-256,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-257,ITAA1997:Section:715-257,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-258,ITAA1997:Section:715-258,Sections 715-245 to 715-260
ITAA1997:Section:715-240,ITAA1997:Section:715-259,ITAA1997:Section:715-259,Sections 715-245 to 715-260
ITAA1997:Section:715-610,ITAA1997:Section:715-200,ITAA1997:Section:715-200,the realised interest was an *equity or loan interest in an entity that owned at that time an external indirect equity or loan interest in a subsidiary member of a consolidated group
ITAA1997:Section:716-75,ITAA1997:Section:716-81,ITAA1997:Section:716-81,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-82,ITAA1997:Section:716-82,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-83,ITAA1997:Section:716-83,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-84,ITAA1997:Section:716-84,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-86,ITAA1997:Section:716-86,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-87,ITAA1997:Section:716-87,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-88,ITAA1997:Section:716-88,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-89,ITAA1997:Section:716-89,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-91,ITAA1997:Section:716-91,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-92,ITAA1997:Section:716-92,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-93,ITAA1997:Section:716-93,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-94,ITAA1997:Section:716-94,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-96,ITAA1997:Section:716-96,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-97,ITAA1997:Section:716-97,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-98,ITAA1997:Section:716-98,Sections 716-80 to 716-100
ITAA1997:Section:716-75,ITAA1997:Section:716-99,ITAA1997:Section:716-99,Sections 716-80 to 716-100
ITAA1997:Section:717-705,ITAA1936:Act,FAILED_NORMALIZATION,Income Tax Assessment Act 1936
ITAA1997:Section:719-85,ITAA1997:Section:719-91,ITAA1997:Section:719-91,Sections 719-90 to 719-95
ITAA1997:Section:719-85,ITAA1997:Section:719-92,ITAA1997:Section:719-92,Sections 719-90 to 719-95
ITAA1997:Section:719-85,ITAA1997:Section:719-93,ITAA1997:Section:719-93,Sections 719-90 to 719-95
ITAA1997:Section:719-85,ITAA1997:Section:719-94,ITAA1997:Section:719-94,Sections 719-90 to 719-95
ITAA1997:Section:719-265,ITAA1997:Section:719-719:2,ITAA1997:Section:719-719,this section
ITAA1997:Section:719-775,ITAA1997:Section:719-100,ITAA1997:Section:719-100,subsection (2)
ITAA1997:Section:721-10,ITAA1997:Section:721-150,ITAA1997:Section:721-150,subsection (1)
ITAA1997:Section:723-110,ITAA1997:Subsection:723-100(1),ITAA1997:Section:723-100,"(1)	For an entity (the transferor) that owns a *CGT asset, the CGT asset is a direct roll-over replacement for something (the underlying asset) that another entity owns if, and only if:"
ITAA1997:Section:725-55,ITAA1997:Section:727-356,ITAA1997:Section:727-356,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-357,ITAA1997:Section:727-357,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-358,ITAA1997:Section:727-358,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-359,ITAA1997:Section:727-359,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-361,ITAA1997:Section:727-361,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-362,ITAA1997:Section:727-362,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-363,ITAA1997:Section:727-363,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-364,ITAA1997:Section:727-364,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-366,ITAA1997:Section:727-366,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-367,ITAA1997:Section:727-367,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-368,ITAA1997:Section:727-368,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-369,ITAA1997:Section:727-369,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-371,ITAA1997:Section:727-371,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-372,ITAA1997:Section:727-372,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-373,ITAA1997:Section:727-373,sections 727-355 to 727-375
ITAA1997:Section:725-55,ITAA1997:Section:727-374,ITAA1997:Section:727-374,sections 727-355 to 727-375
ITAA1997:Section:725-145,ITAA1997:Section:725-100,ITAA1997:Section:725-100,subsection (2)
ITAA1997:Section:727-235,ITAA1997:Subparagraph:727-255:1:b:i,ITAA1997:Section:727-255,subparagraph (1)(b)(i)
ITAA1997:Section:727-865,ITAA1997:Section:727-701,ITAA1997:Section:727-701,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-702,ITAA1997:Section:727-702,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-703,ITAA1997:Section:727-703,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-704,ITAA1997:Section:727-704,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-706,ITAA1997:Section:727-706,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-707,ITAA1997:Section:727-707,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-708,ITAA1997:Section:727-708,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-709,ITAA1997:Section:727-709,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-711,ITAA1997:Section:727-711,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-712,ITAA1997:Section:727-712,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-713,ITAA1997:Section:727-713,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-714,ITAA1997:Section:727-714,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-716,ITAA1997:Section:727-716,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-717,ITAA1997:Section:727-717,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-718,ITAA1997:Section:727-718,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-719,ITAA1997:Section:727-719,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-721,ITAA1997:Section:727-721,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-722,ITAA1997:Section:727-722,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-723,ITAA1997:Section:727-723,sections 727-700 to 727-725
ITAA1997:Section:727-865,ITAA1997:Section:727-724,ITAA1997:Section:727-724,sections 727-700 to 727-725
ITAA1997:Section:768-533,Tax Laws Amendment (Foreign Source Income Deferral) Act (No. 1) 2010:Schedule:1:Item:37,ITAA1997:Schedule:1:Section:I,item 37 of Schedule 1 to the Tax Laws Amendment (Foreign Source Income Deferral) Act (No. 1) 2010
ITAA1997:Section:768-555,ITAA1997:Section:768-200,ITAA1997:Section:768-200,subsection (1)
ITAA1997:Section:770-145,ITAA1997:Section:770-3,ITAA1997:Section:770-3,subsection (3)
ITAA1997:Section:775-285,ITAA1997:Section:775-81,ITAA1997:Section:775-81,"If the amount worked out using the formula in subsection (4) is a positive amount, that amount is a positive retranslation amount for the account for the retranslation period."
ITAA1997:Section:775-285,ITAA1997:Section:775-82,ITAA1997:Section:775-82,formula in subsection (4)
ITAA1997:Section:775-285,ITAA1997:Section:775-83,ITAA1997:Section:775-83,subsection (4)
ITAA1997:Section:775-285,ITAA1997:Section:775-84,ITAA1997:Section:775-84,"For the purposes of subsection (4), a debit balance is to be expressed as a negative amount (for example, a debit balance of $50,000 is to be expressed as$50,000)."
ITAA1997:Section:775-285,ITAA1997:Section:775-86,ITAA1997:Section:775-86,subsection (7)
ITAA1997:Section:775-285,ITAA1997:Section:775-88,ITAA1997:Section:775-88,each deposit is to be translated to Australian currency at the exchange rate applicable at the time of the deposit
ITAA1997:Section:775-285,ITAA1997:Section:775-89,ITAA1997:Section:775-89,"For the purposes of this section, a deposit includes any amount paid or transferred into the account."
ITAA1997:Section:815-20,ITAA1997:Section:815-100,ITAA1997:Section:815-100,paragraph (2)(a)
ITAA1997:Section:815-35,ITAA1997:Section:815-815:Paragraph:1:C,ITAA1997:Section:815-815,paragraph (1)(c)
ITAA1997:Section:820-120,ITAA1997:Section:820-101,ITAA1997:Section:820-101,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-102,ITAA1997:Section:820-102,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-103,ITAA1997:Section:820-103,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-104,ITAA1997:Section:820-104,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-105,ITAA1997:Section:820-105,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-106,ITAA1997:Section:820-106,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-107,ITAA1997:Section:820-107,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-108,ITAA1997:Section:820-108,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-109,ITAA1997:Section:820-109,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-112,ITAA1997:Section:820-112,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-113,ITAA1997:Section:820-113,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-114,ITAA1997:Section:820-114,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-91,ITAA1997:Section:820-91,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-92,ITAA1997:Section:820-92,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-93,ITAA1997:Section:820-93,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-94,ITAA1997:Section:820-94,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-95,ITAA1997:Section:820-95,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-96,ITAA1997:Section:820-96,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-97,ITAA1997:Section:820-97,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-98,ITAA1997:Section:820-98,sections 820-90 to 820-115
ITAA1997:Section:820-120,ITAA1997:Section:820-99,ITAA1997:Section:820-99,sections 820-90 to 820-115
ITAA1997:Section:820-190,ITAA1997:Subsection:820-850(1),ITAA1997:Section:820-850,(1)
ITAA1997:Section:820-310,ITAA1997:Section:820-955,ITAA1997:Section:820-955,step 3
ITAA1997:Section:820-410,ITAA1997:Subsection:820-800:1,ITAA1997:Section:820-800,subsection (1)
ITAA1997:Section:820-588,PaymentSystems(Regulation)Act1998:Section:11,ITAA1997:Section:1998,section 11 of that Act
ITAA1997:Section:820-601,ITAA1997:Section:820-604,ITAA1997:Section:820-604,Sections 820-603 to 820-615
ITAA1997:Section:820-601,ITAA1997:Section:820-606,ITAA1997:Section:820-606,Sections 820-603 to 820-615
ITAA1997:Section:820-601,ITAA1997:Section:820-608,ITAA1997:Section:820-608,Sections 820-603 to 820-615
ITAA1997:Section:820-601,ITAA1997:Section:820-612,ITAA1997:Section:820-612,Sections 820-603 to 820-615
ITAA1997:Section:820-601,ITAA1997:Section:820-614,ITAA1997:Section:820-614,Sections 820-603 to 820-615
ITAA1997:Section:820-645,ITAA1997:Subsection:820-75(1),ITAA1997:Section:820-75,paragraph (1)(a)
ITAA1997:Section:830-85,ITAA1997:Section:830-135,ITAA1997:Section:830-135,This section applies if:
ITAA1997:Section:832-215,ITAA1997:Subsection:832-832,ITAA1997:Section:832-832,subsection (2)
ITAA1997:Section:832-220,ITAA1997:Section:832-2,ITAA1997:Section:832-2,subsection (2)
ITAA1997:Section:832-225,ITAA1997:Section:832-X-2,ITAA1997:Section:832-X,subsection (2) of this section
ITAA1997:Section:840-1,TAA1953:Act,FAILED_NORMALIZATION,Taxation Administration Act 1953
ITAA1997:Section:855-25,ITAA1997:Section:136-25,ITAA1997:Section:136-25,section 136-25
ITAA1997:Section:950-100,ITAA1997:Section:950-1,ITAA1997:Section:950-1,"the headings of the Chapters, Parts, Divisions and Subdivisions of this Act"
ITAA1997:Section:960-130,ITAA1997:Section:960-205,ITAA1997:Section:960-205,subsections (1) and (2) of this section
ITAA1997:Section:960-265,ITAA1936:General,FAILED_NORMALIZATION,Income Tax Assessment Act 1936
ITAA1997:Section:960-555,ITAA1997:Section:960-200,ITAA1997:Section:960-200,subsection (3)
ITAA1997:Section:961-50,ITAA1936:Act,FAILED_NORMALIZATION,Income Tax Assessment Act 1936
ITAA1997:Section:974-135,ITAA1997:Subsection:974-200:1,ITAA1997:Section:974-200,subsection (1)
ITAA1997:Section:975-150,ITAA1997:Subsection:975-100(1),ITAA1997:Section:975-100,subsection (1)
ITAA1997:Section:975-155,ITAA1997:Section:975-10,ITAA1997:Section:975-10,the first entity controls the company (alone or with an *associate)
ITAA1997:Section:977-5,ITAA1997:Section:104-140,ITAA1997:Section:104-140,CGT event G1
ITAA1997:Section:980-5,NationalRentalAffordabilitySchemeAct2008:Part:2,ITAA1997:Part:2008,Part 2 of the National Rental Affordability Scheme Act 2008
ITAA1997:Definition:Designated_Filing_Entity,ITAA1997:Section:127-25,ITAA1997:Section:127-25,section 127-25
ITAA1997:Definition:Designated_Local_Entity,ITAA1997:Section:127-15,ITAA1997:Section:127-15,section 127-15
ITAA1997:Definition:FS_assessment_debt,Student Assistance Act 1973:Section:,ITAA1997:Section:1973,the Student Assistance Act 1973 as in force at a time on or after 1 July 1998
ITAA1997:Definition:Laminaria_and_Corallina_decommissioning_levy,OPLCCRCL:Act:2022,ITAA1997:Section:LCC,Offshore Petroleum (Laminaria and Corallina Decommissioning Cost Recovery Levy) Act 2022
ITAA1997:Definition:Medicare_levy,ITAA1936:Act,FAILED_NORMALIZATION,Income Tax Assessment Act 1936
ITAA1997:Definition:Minimum_Tax_law,TAA1953:Act,FAILED_NORMALIZATION,the Taxation Administration Act 1953
ITAA1997:Definition:PHIIB,PHIIB:Definition,ITAA1997:Section:II,private health insurance incentive beneficiary
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-821,ITAA1997:Section:820-821,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-822,ITAA1997:Section:820-822,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-823,ITAA1997:Section:820-823,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-824,ITAA1997:Section:820-824,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-826,ITAA1997:Section:820-826,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-827,ITAA1997:Section:820-827,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-828,ITAA1997:Section:820-828,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-829,ITAA1997:Section:820-829,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-831,ITAA1997:Section:820-831,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-832,ITAA1997:Section:820-832,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-833,ITAA1997:Section:820-833,sections 820-820 to 820-835
ITAA1997:Definition:TC_control_interest,ITAA1997:Section:820-834,ITAA1997:Section:820-834,sections 820-820 to 820-835
ITAA1997:Definition:accumulated_HELP_debt,ITAA1997:Section:140-25,ITAA1997:Section:140-25,section 140-25 of the Higher Education Support Act 2003
ITAA1997:Definition:annuity,RSAA:Section,ITAA1997:Reference:RSAA:Section,"pension, within the meaning of the Retirement Savings Accounts Act 1997"
ITAA1997:Definition:assessment,FBTTAA1986:Section:136,ITAA1997:Section:1986,subsection 136(1)
ITAA1997:Definition:asset,CA2001:Part:8B.5:Division:3,ITAA1997:Part:8B:Division:3,Division 3 of Part 8B.5 of the Corporations Act 2001
ITAA1997:Definition:excise_law,TAA1953:Act,FAILED_NORMALIZATION,the Taxation Administration Act 1953
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-46,ITAA1997:Section:230-46,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-47,ITAA1997:Section:230-47,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-48,ITAA1997:Section:230-48,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-49,ITAA1997:Section:230-49,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-51,ITAA1997:Section:230-51,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-52,ITAA1997:Section:230-52,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-53,ITAA1997:Section:230-53,sections 230-45 to 230-55
ITAA1997:Definition:financial_arrangement,ITAA1997:Section:230-54,ITAA1997:Section:230-54,sections 230-45 to 230-55
ITAA1997:Definition:friendly_society_dispensary,NHA1953:Part:VII,ITAA1997:Part:1953,Part VII of the National Health Act 1953
ITAA1997:Definition:indirect_tax_law,Unknown:Unknown:Unknown,ITAA1997:Reference:Unknown:Unknown:Unknown,the *fuel tax law.
ITAA1997:Definition:instalment_of_petroleum_resource_rent_tax,PRTRAA1987:Part:VIII:Division:2,ITAA1997:Part:VIII:Division:2,Division 2 of Part VIII of the Petroleum Resource Rent Tax Assessment Act 1987
ITAA1997:Definition:international_tax_agreement,ITAA1953:Act,FAILED_NORMALIZATION,International Tax Agreements Act 1953
ITAA1997:Definition:personal_services_business,ITAA1997:Section:87-55,ITAA1997:Section:87-55,section 87-55
ITAA1997:Definition:petroleum_resource_rent_tax_law,TAA1953:Act,FAILED_NORMALIZATION,the Taxation Administration Act 1953
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-111,ITAA1997:Section:250-111,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-112,ITAA1997:Section:250-112,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-113,ITAA1997:Section:250-113,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-114,ITAA1997:Section:250-114,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-116,ITAA1997:Section:250-116,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-117,ITAA1997:Section:250-117,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-118,ITAA1997:Section:250-118,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-119,ITAA1997:Section:250-119,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-121,ITAA1997:Section:250-121,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-122,ITAA1997:Section:250-122,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-123,ITAA1997:Section:250-123,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-124,ITAA1997:Section:250-124,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-126,ITAA1997:Section:250-126,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-127,ITAA1997:Section:250-127,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-128,ITAA1997:Section:250-128,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-129,ITAA1997:Section:250-129,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-131,ITAA1997:Section:250-131,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-132,ITAA1997:Section:250-132,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-133,ITAA1997:Section:250-133,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-134,ITAA1997:Section:250-134,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-136,ITAA1997:Section:250-136,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-137,ITAA1997:Section:250-137,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-138,ITAA1997:Section:250-138,sections 250-110 to 250-140
ITAA1997:Definition:predominant_economic_interest,ITAA1997:Section:250-139,ITAA1997:Section:250-139,sections 250-110 to 250-140
ITAA1997:Definition:product_ruling,TAA1953:Act,FAILED_NORMALIZATION,Taxation Administration Act 1953
ITAA1997:Definition:qualifying_SME_investment,PDFPA1997:Part:4:Division:1,ITAA1997:Part:4:Division:1,Division 1 of Part 4 of the Pooled Development Funds Act 1997
ITAA1997:Definition:recognised_tax_adviser,TASA2009:Section:Notional,ITAA1997:Section:2009,Tax Agent Services Act 2009
ITAA1997:Definition:shift_proceeds,ITAA1997:Section:140-55,ITAA1997:Section:140-55,sections 140-55 and 140-90
ITAA1997:Definition:shift_proceeds,ITAA1997:Section:140-90,ITAA1997:Section:140-90,sections 140-55 and 140-90
ITAA1997:Definition:taxation_law,TAA1953:Act,FAILED_NORMALIZATION,an Act of which the Commissioner has the general administration
ITAA1997:Definition:temporary_resident,ITAA1997:Section:,ITAA1997:Reference:Section:,meaning of this Act
ITAA1997:Definition:this_Act,ITAA1997:Act:999-1,ITAA1997:Section:999-1,this Act
ITAA1997:Definition:zero-capital_amount,ITAA1936:Act,FAILED_NORMALIZATION,Income Tax Assessment Act 1936 (the 1936 Act)
